document_id,company_code,fiscal_year,fiscal_period,posting_date,semantic_scenario_id,business_process,document_type,source,counterparty_type,reference,line_count,debit_total,credit_total,top_gl_accounts,line_text_sample
2a49d295-b7cd-4bb1-b855-235a6af6237b,C002,2024,5,2024-05-28 14:33:18,A2R_ASSET_ACQUISITION,A2R,AA,adjustment,Bank,FA-C002-2024-000577-C002-2024-AA-000726,2,340210.0,340210.0,"100610,200140",유형자산 취득 ref-AA | C002:CAPEX 계상
9762e366-2cac-494f-a2e5-98ee2b67c1ef,C001,2022,8,2022-08-29 14:54:43,A2R_ASSET_ACQUISITION,A2R,AA,automated,InternalDepartment,FA-C001-2022-000554-C001-2022-AA-000371,2,115522.0,115522.0,"100590,100010",C001:유형자산 취득 | C001:CAPEX 계상
70fec35d-6ba0-45fc-a842-4c74b4babbb6,C002,2024,7,2024-07-01 12:19:57,A2R_ASSET_ACQUISITION,A2R,AA,manual,InternalDepartment,FA-C002-2024-000170-C002-2024-AA-000942,2,3731879.0,3731879.0,"100530,200150",C002:CAPEX 계상 | CAPEX 계상 ref-AA
33f4b440-5df7-400d-a9cc-db6125150762,C002,2023,1,2023-01-30 08:28:03,A2R_ASSET_ACQUISITION,A2R,AA,recurring,InternalDepartment,FA-C002-2023-000490-C002-2023-AA-000114,2,11131373.0,11131373.0,"100640,100080",monthly depreciation run | C002:설비 취득
2edb11f8-bbdd-4289-adb9-548cf272b41b,C003,2022,1,2022-01-11 08:00:03,A2R_ASSET_ACQUISITION,A2R,KR,adjustment,VendorFixedAsset,FA-C003-2022-000410-C003-2022-KR-000106,2,15140000.0,15140000.0,"100630,100040",CAPEX 계상 ref-KR | CAPEX 계상 [KR]
86cc2b1d-1bc0-4855-bbec-f79d2748afeb,C002,2024,12,2024-12-09 13:21:25,A2R_ASSET_ACQUISITION,A2R,KR,automated,InternalDepartment,FA-C002-2024-000511-C002-2024-KR-001363,2,6978637.0,6978637.0,"100530,1000",유형자산 취득 ref-KR | CAPEX 계상 [KR]
746fd1bb-2441-4220-96f5-1d40fd145be4,C001,2023,12,2023-12-08 13:57:45,A2R_ASSET_ACQUISITION,A2R,KR,manual,VendorFixedAsset,FA-C001-2023-000194-C001-2023-KR-006397,2,12419200.0,12419200.0,"100550,200050",C001:유형자산 취득 | 설비 취득 ref-KR
112c91b7-5e5a-40ec-8589-2cffbfcffea4,C002,2022,10,2022-10-12 16:35:58,A2R_ASSET_ACQUISITION,A2R,KR,recurring,InternalDepartment,FA-C002-2022-000591,2,620000.0,620000.0,"100570,100060",CAPEX 계상 | C002:유형자산 취득
bf6a2519-a476-445f-bf29-98b65904aaa9,C002,2024,4,2024-04-16 10:48:16,A2R_DEPRECIATION,A2R,AF,adjustment,InternalDepartment,FA-C002-2024-000562-C002-2024-AF-000815,2,1935631.0,1935631.0,"500790,100740",상각비 계상 [AF] | 감가상각비 ref-AF
f890c6c4-456b-404e-9611-f38f6ef81bf7,C002,2022,2,2022-02-28 09:43:12,A2R_DEPRECIATION,A2R,AF,automated,InternalDepartment,FA-C002-2022-000389-C002-2022-AF-000357,2,6526099.0,6526099.0,"500840,100700",감가상각누계액 ref-AF | 월차 감가상각 ref-AF
